columna_0,ID CAE,Matricula,TIPO VEHÍCULO,COMBUSTIBLE,Columna4,Columna5,Contrato,Acta de Entrega,Acta Devolución,BAJA,Ficha Técnica,Permiso de Circulación,IVTM,Compañía/Proveedor,Cod.Tipo Contrato,Tipo Contrato,Situación Contrato,f Vig Inicio,F.Vig.Final,Fecha Devolución,Tiempo Prop,Año,Cod.Sit.Contrato,Combustible2,Marca,Modelo/Versión,Cod.Sociedad,Sociedad,Ceco.Imput,Columna1,Matricula nueva,Marca2,Modelo/Versión3,Combustible4,Ceco,Renov. Flota,Fecha Alta,Columna3,Cod.Sociedad5,Pedido,Sociedad6,Ceco imputado,Factura,Comunidad Autonoma,CHASIS/Bastidor,CVA,F3,CVN,L,AE,Columna2,Vacias,Tipo vehículo2,Tipo combustible,CVA2,f2,CVN2,L2,AE [kWh],Comprobación,Comprobación 2,f23,CVN22,L23,columna_65
126.0,CAE500172,5937LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44270,2025-03-15,2024-10-18,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1001,AVSA,100599,22,6102MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200599,2024,2024-11-29,-1,1001,4500424815,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA3RT152193,5.6,10,16.4,15815,6262.740000000001,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
127.0,CAE500173,7001LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44224,2025-01-28,2025-04-04,1461,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1021,MEDICION AVANZADA CONTAD.,357708,15,9546MWW,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,357108,2024,2024-12-04,-1,1021,4500424817,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VR7CBZYA4RT152199,5.6,10,16.4,15815,6262.740000000001,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
128.0,CAE500174,5949LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44263,2025-03-31,2025-04-08,1484,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1505,CGAC,205351,40,8994MSH,NISSAN,TOWNSTAR,ELECTRICO,725498,2024,2024-06-20,-1,1505,4500406593,CGAC,,X,CATALUÑA,VNVNFK00770531118,5.6,10,20,15815,5693.4,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
129.0,CAE500175,4926LMS,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44291,2025-04-05,2024-10-29,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1001,AVSA,200567,23,6334MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200599,2024,2024-12-19,-1,1001,4500426867,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00073934281,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
130.0,CAE500176,5918LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44224,2025-01-28,2025-02-05,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1053,ISG,355528,10,8436MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355458,2024,2024-12-20,-1,1053,4500426765,ISG,,X,COMUNIDAD VALENCIANA,VF1RFK00173934306,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
131.0,CAE500179,3575LMF,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44228,2025-02-01,2023-07-12,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1053,ISG,355528,11,8496MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355529,2024,2024-12-20,-1,1053,4500428761,ISG,,X,COMUNIDAD VALENCIANA,VF1RFK00973934263,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
132.0,CAE500180,5969LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44228,2025-02-01,2024-11-06,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1009,GAMASER,351379,1,7830MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,351379,2024,2024-12-19,-1,1009,4500426871,GAMASER,,X,COMUNIDAD VALENCIANA,VF1RFK00073934295,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
133.0,CAE500187,6736LLV,N1,DIESEL,DIESEL,N1,X,X,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44228,2025-02-01,2025-04-25,1461,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10649080,3,3154MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00673934303,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
134.0,CAE500188,7015LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44228,2025-02-01,2024-10-29,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10649080,4,3178MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,DEFINIR,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00573934261,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
135.0,CAE500189,6987LLV,N1,DIESEL,DIESEL,N1,X,,X,,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44232,2025-02-05,2024-12-27,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10649080,5,3186MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00473934266,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
136.0,CAE500190,6741LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44235,2025-02-08,2025-04-15,1461,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,208351,6,3214MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00873934299,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
137.0,CAE500191,6794LLV,N1,DIESEL,DIESEL,N1,X,,X,,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44250,2025-02-23,2024-11-19,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1319,UTE CHIVA(AV/EG),201319,1,5230MXL,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,201319,2024,2024-12-27,-1,1319,4500426843,UTE CHIVA(AV/EG),,X,COMUNIDAD VALENCIANA,VF1RFK00773824876,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
138.0,CAE500192,5932LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44228,2025-02-28,2025-03-27,1488,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1505,CGAC,205222,41,8624MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205567,2024,2024-11-29,-1,1505,4500426782,CGAC,,X,CATALUÑA,VF1RFK00273824798,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
139.0,CAE500194,6756LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44270,2025-03-15,2024-06-28,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1505,CGAC,205584,42,8625MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205567,2024,2024-11-29,-1,1505,4500426759,CGAC,,X,CATALUÑA,VF1RFK00X73824788,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
140.0,CAE500196,7052LLV,N1,DIESEL,DIESEL,N1,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44266,2025-03-31,2025-04-15,1481,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10049629,7,8711MXK,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-26,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00673934270,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
141.0,CAE500197,8983LFG,N1,GAS LICUADO PETROLEO,GLP,N1,X,X,X,,X,X,,TLM,3,ALQUILER,DEVUELTO,2020-08-26,2023-11-15,2023-11-15,1176,2023,7,DIESEL,NISSAN,CABSTAR GRUA,1066,CANALIZ. CIVILES S.A.,356001,14,8627MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356018,2024,2024-11-29,1,1066,4500426785,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00273824817,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,DISTINTO,,7.16,20.84,15815,,,,DISTINTO,DISTINTO,IGUAL,
142.0,CAE500198,6338KKX,N1,DIESEL,DIESEL,N1,X,X,X,,X,X,,TLM,3,ALQUILER,DEVUELTO,2021-05-24,2024-01-01,2024-01-08,952,2024,7,DIESEL,NISSAN,CABSTAR NT400,1066,CANALIZ. CIVILES S.A.,10669120,15,8634MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356004,2024,2024-11-29,0,1066,4500426851,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00873824823,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
143.0,CAE500200,7431JTL,M1,GASOLINA,GASOLINA,M1,X,X,X,,,,,AYVENS,3,ALQUILER,DEVUELTO,2023-02-21,2024-02-23,2024-02-23,367,2024,7,DIESEL,OPEL,CORSA 1.4 90 CV,1004,G.O.MEDIOAMBIENTE S.L.,350468,14,1177MSX,NISSAN,TOWNSTAR,ELECTRICO,724557,2024,2024-07-10,0,1004,4500407448,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VNVNFK00770690091,5.1,10,20,13073,4052.63,M1,FALSO ALQUILER,IGUAL,DISTINTO,7.89,9.19,17.92,13073,7136.433042999999,,,DISTINTO,DISTINTO,IGUAL,
144.0,CAE500201,1188JZF,N1,GASOIL (DIESEL),DIESEL,N1,X,X,X,,,,,AYVENS,3,ALQUILER,DEVUELTO,2017-09-06,2024-05-07,2024-05-07,2435,2024,7,DIESEL,TOYOTA,HYLUX 2.4 KOMBI,1505,CGAC,725400,43,1066MWL,CITROEN,Ë-BERLINGO 136 CV,ELECTRICO,725498,2024,2024-11-19,0,1505,4500406594,CGAC,,X,CATALUÑA,VR7EMZKUXRJ852424,5.1,10,22.7,13073,3699.6590000000006,M1,FALSO ALQUILER,DISTINTO,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,DISTINTO,
145.0,CAE500204,9052KZG,M1,GASOLINA - Híbridos (HEV),GASOLINA - Híbridos (HEV),M1,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,43679,2023-08-02,2023-05-15,1461,2023,7,HÍBRIDO,TOYOTA,RAV 4 2.5 LUXURY 4WD,1001,AVSA,10019931,24,2720MWP,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,201701,2024,2024-11-26,1,1001,4500424788,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA5RT152213,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,IGUAL,DISTINTO,5.135,9.19,17.92,13073,3826.5520745,,,IGUAL,DISTINTO,IGUAL,
146.0,CAE500208,2657KZK,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,43695,2023-10-18,2023-10-05,1522,2023,7,HÍBRIDO,TOYOTA,RAV 4 2.5 LUXURY 4WD,1001,AVSA,10019920,25,2722MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200738,2024,2024-12-19,1,1001,4500426793,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00573824892,5.1,9.19,17.3,13073,3865.5553699999987,M1,CORRECTO ALQUILER,IGUAL,DISTINTO,6.99,10,17.92,13073,6795.3454,Es DIESEL,,DISTINTO,DISTINTO,IGUAL,
147.0,CAE500210,7656KSV,N3,DIESEL,DIESEL,N3,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2019-01-10,2023-07-17,2023-07-17,1649,2023,4,DIESEL,SCANIA,RSU,1006,ARAGONESA SER.PUBLICOS SL,733618,7,1954MXT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200652,2025,2025-01-14,2,1006,4500426789,ARAGONESA SER.PUBLICOS SL,,X,ARAGON,VF1RFK00673824884,35,10,17.3,53508,178021.116,N3,CORRECTO PROPIEDAD,IGUAL,IGUAL,35,10,118.53,53508,123854.9676,,,IGUAL,DISTINTO,IGUAL,
148.0,CAE500211,7992FRV,N3,DIESEL,DIESEL,N3,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2019-05-16,2023-07-17,2023-07-17,1523,2023,4,DIESEL,IVECO,RSU - CARTONERO,1006,ARAGONESA SER.PUBLICOS SL,733618,8,1970MXT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200652,2025,2025-01-14,2,1006,4500426778,ARAGONESA SER.PUBLICOS SL,,X,ARAGON,VF1RFK00473824883,35,10,17.3,53508,178021.116,N3,CORRECTO PROPIEDAD,IGUAL,IGUAL,35,10,118.53,53508,123854.9676,,,IGUAL,DISTINTO,IGUAL,
149.0,CAE500221,T5455BB,N1,DIESEL,DIESEL,N1,,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,1999-01-01,2023-03-09,2023-03-13,8833,2023,4,DIESEL,FORD,TRANSIT 1.8 TDCI 80 CV,1505,CGAC,205335,44,0778MJM,PEUGEOT,E-PARTNER PRO 100 KW,ELECTRICO,725455,2023,2023-07-26,0,1505,4500370229,CGAC,,X,CATALUÑA,VR3EAZKXZPJ701041,5.6,10,22.7,15815,5266.3949999999995,N1,CORRECTO PROPIEDAD,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
150.0,CAE500226,1751LHM,M1,DIESEL,DIESEL,M1,,,,,,,,VWRENTING,1,RENTING,DEVUELTO,44026,2023-08-31,2023-08-31,1143,2023,7,DIESEL,VOLKSWAGEN,T-ROC 1.6 TDI 115 CV,1009,GAMASER,10099039,2,7775MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,350108,2024,2024-12-19,1,1009,4500426769,GAMASER,,X,COMUNIDAD VALENCIANA,VF1RFK00773934312,5.1,10,17.3,13073,4405.601000000001,M1,FALSO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
151.0,CAE500230,7970LKX,M1,GASOLINA,GASOLINA,M1,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,44148,2024-11-13,2025-01-10,1461,2024,7,HÍBRIDO,VOLVO,V60 2.0 T6 AWD 340 CV,1200,EMIVASA,12009935,10,3111MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,100011,2024,2024-12-12,0,1200,4500424893,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA9RT154434,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,IGUAL,DISTINTO,7.89,9.19,17.92,13073,7136.433042999999,Es GASOLINA,,IGUAL,DISTINTO,IGUAL,
152.0,CAE500231,5239JVL,M1G,DIESEL,DIESEL,M1,X,X,,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,42725,2023-07-17,2023-05-31,2399,2023,7,DIESEL,VOLVO,XC 60 2.4 D4 AWD SUMMUM,1001,AVSA,10019920,34,2717MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200714,2024,2024-12-19,1,1001,4500426795,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00473824897,5.1,10,17.3,13073,4405.601000000001,M1,FALSO ALQUILER,DISTINTO,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
153.0,CAE500235,0383LKK,M1,GASOLINA,GASOLINA,M1,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,44127,2024-10-23,2025-04-29,1461,2024,7,HÍBRIDO,VOLVO,XC40 1.5 T5 TRI 262 CV,1200,EMIVASA,12009006,11,3095MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200020,2024,2024-12-12,0,1200,4500424883,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA9RT153025,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,IGUAL,DISTINTO,7.89,9.19,17.92,13073,7136.433042999999,Es GASOLINA,,IGUAL,DISTINTO,IGUAL,
154.0,CAE500236,4719KYS,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,43663,2023-07-17,2023-08-11,1461,2023,7,DIESEL,VOLVO,XC60,1505,CGAC,15059901,54,8877KDN,RENAULT,ZOE 40,ELECTRICO,725586,2023,2017-10-11,0,1505,4500349878,CGAC,,X,CATALUÑA,VF1AGVYC058921366,5.1,10,13.3,13073,4928.521,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
155.0,CAE500253,7962LKX,M1G,GASOLINA,GASOLINA,M1,X,X,X,,x,x,,ARVAL SERV,1,RENTING,DEVUELTO,44148,2024-11-13,2024-12-20,1461,2024,7,HÍBRIDO,VOLVO,XC60 2.0 T6 AWD 340 CV,1001,AVSA,10019904,38,6083MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10019060,2024,2024-11-29,0,1001,4500424797,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA4RT152185,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,DISTINTO,DISTINTO,7.89,9.19,17.92,13073,7136.433042999999,Es M1G y GASOLINA-Híbrido Enchufable (PHEV),,IGUAL,DISTINTO,IGUAL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593433.3932700013,,,,,,,,,1489516.2144419993,,,,,,
,,,,MIRAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
