ID CAE,OK DE GF,Matricula Antigua,Contrato,Acta de Entrega,Acta Devolución,BAJA,Ficha Técnica,Permiso de Circulación,IVTM,Compañía/Proveedor,Cod.Tipo Contrato,Tipo Contrato,Situación Contrato,f Vig Inicio,F.Vig.Final,Tiempo Prop,Año,Cod.Sit.Contrato,Combustible,Marca,Modelo/Versión,Cod.Sociedad,Sociedad,Ceco.Imput,Columna1,Localidad,Provincia,Com. Aut.,Dirección,Huso,Coord.,Referencia Catastral,Descripción de la actuación,Matricula nueva,Marca2,Modelo/Versión3,Combustible4,Ceco,Renov. Flota,Fecha Alta,Columna3,Cod.Sociedad5,Pedido,Sociedad6,Ceco imputado,Factura,Comunidad Autonoma2,CHASIS/Bastidor,CVA,F,CVN,L,Ahorro estimado,Columna2,CALCULO GF,Vacias
CAE500170,CAE500170,4533JFF,X,,X,,,,,TLM,3,ALQUILER,DEVUELTO,2021-03-05,2023-02-09,706,2023,7,DIESEL,PEUGEOT,BOXER 110 CV,1066,CANALIZ. CIVILES S.A.,10669101,12,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,5665MWP,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10669100,2024,2024-11-26,1,1066,4500424795,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VR7CBZYA3RT152209,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,FALSO ALQUILER
CAE500171,CAE500171,9305LMG,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44263,2024-05-07,1156,2024,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1053,"IMPL.SISTEMAS DE GESTION, S.L.",355458,9,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6126MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,355528,2024,2024-11-29,0,1053,4500424816,ISG,,X,COMUNIDAD VALENCIANA,VR7CBZYAXRT154443,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,CORRECTO ALQUILER
CAE500172,CAE500172,5937LLV,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44270,2025-03-15,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1001,AGUAS DE VALENCIA SA,100599,22,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6102MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200599,2024,2024-11-29,-1,1001,4500424815,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA3RT152193,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,CORRECTO ALQUILER
CAE500173,CAE500173,7001LLV,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44224,2025-01-28,1461,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1021,MEDICION AVANZADA CONTAD.,357708,15,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,9546MWW,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,357108,2024,2024-12-04,-1,1021,4500424817,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VR7CBZYA4RT152199,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,CORRECTO ALQUILER
CAE500174,CAE500174,5949LLV,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44263,2025-03-31,1484,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205351,40,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8994MSH,NISSAN,TOWNSTAR,ELECTRICO,725498,2024,2024-06-20,-1,1505,4500406593,CGAC,,X,CATALUÑA,VNVNFK00770531118,5.6,10,20,15815,5693.4,N1,5607.998999999999,CORRECTO ALQUILER
CAE500175,CAE500175,4926LMS,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44291,2025-04-05,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1001,AGUAS DE VALENCIA SA,200567,23,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6334MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200599,2024,2024-12-19,-1,1001,4500426867,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00073934281,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500176,CAE500176,5918LLV,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44224,2025-01-28,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1053,"IMPL.SISTEMAS DE GESTION, S.L.",355528,10,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,8436MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355458,2024,2024-12-20,-1,1053,4500426765,ISG,,X,COMUNIDAD VALENCIANA,VF1RFK00173934306,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500177,,3189LLY,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44232,2025-02-05,1461,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,208375,11,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500178,,5941LLV,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44232,2025-02-05,1461,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,358504,12,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500179,CAE500179,3575LMF,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44228,2025-02-01,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1053,"IMPL.SISTEMAS DE GESTION, S.L.",355528,11,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,8496MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355529,2024,2024-12-20,-1,1053,4500428761,ISG,,X,COMUNIDAD VALENCIANA,VF1RFK00973934263,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500180,CAE500180,5969LLV,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44228,2025-02-01,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1009,GAMASER,351379,1,Valencia,Valencia,Comunidad Valenciana,C/Corretger 51,UTM 30 ETRS89,719008.27  4377344.83,9274309YJ1797S0001MB,Sustitución de vehículo de combustión por eléctrico,7830MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,351379,2024,2024-12-19,-1,1009,4500426871,GAMASER,,X,COMUNIDAD VALENCIANA,VF1RFK00073934295,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500181,,6744LLV,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44235,2025-02-08,1461,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,358504,13,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500182,,6783LLV,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44235,2025-02-08,1461,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1201,SASTESA,352088,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500183,,6844LLV,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44235,2025-02-08,1461,1905-07-17,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,208370,14,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500184,,5494LLD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44176,2024-12-11,1461,1905-07-16,7,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV KOMBI,1203,"E.Mixta Metropolitana, SA",101224,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500185,,8313LLZ,,,,,,,,AYVENS,1,RENTING,CANCELADO,44235,2025-02-08,1461,1905-07-17,4,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,108440,15,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500186,,9275LMG,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44235,2025-02-08,1461,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,208356,16,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500187,CAE500187,6736LLV,X,X,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44228,2025-02-01,1461,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10649080,3,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,3154MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00673934303,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500188,CAE500188,7015LLV,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44228,2025-02-01,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10649080,4,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,3178MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,DEFINIR,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00573934261,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500189,CAE500189,6987LLV,X,,X,,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44232,2025-02-05,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10649080,5,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,3186MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00473934266,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500190,CAE500190,6741LLV,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44235,2025-02-08,1461,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,208351,6,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,3214MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-23,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00873934299,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500191,CAE500191,6794LLV,X,,X,,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44250,2025-02-23,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1319,UTE CHIVA(AV/EG),201319,1,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,5230MXL,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,201319,2024,2024-12-27,-1,1319,4500426843,UTE CHIVA(AV/EG),,X,COMUNIDAD VALENCIANA,VF1RFK00773824876,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500192,CAE500192,5932LLV,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44228,2025-02-28,1488,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205222,41,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8624MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205567,2024,2024-11-29,-1,1505,4500426782,CGAC,,X,CATALUÑA,VF1RFK00273824798,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500193,,9416LMG,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44260,2025-03-05,1461,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,108361,17,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500194,CAE500194,6756LLV,X,,X,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44270,2025-03-15,1461,2025,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205584,42,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8625MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205567,2024,2024-11-29,-1,1505,4500426759,CGAC,,X,CATALUÑA,VF1RFK00X73824788,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500195,,0168KYM,,,,,,,,TLM,3,ALQUILER,CANCELADO POR SINIESTRO,45491,2024-12-31,166,1905-07-16,6,DIESEL,PEUGEOT,BOXER 110 CV,1066,CANALIZ. CIVILES S.A.,10669120,13,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500196,CAE500196,7052LLV,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44266,2025-03-31,1481,2025,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1064,AYWA SER.AMBIENTALES SL,10049629,7,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,8711MXK,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-26,-1,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00673934270,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500197,CAE500197,8983LFG,X,X,X,,X,X,,TLM,3,ALQUILER,DEVUELTO,2020-08-26,2023-11-15,1176,2023,7,DIESEL,NISSAN,CABSTAR GRUA,1066,CANALIZ. CIVILES S.A.,356001,14,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,8627MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356018,2024,2024-11-29,1,1066,4500426785,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00273824817,5.6,10,17.3,15815,6120.405,N1,0,CORRECTO ALQUILER
CAE500198,CAE500198,6338KKX,X,X,X,,X,X,,TLM,3,ALQUILER,DEVUELTO,2021-05-24,2024-01-01,952,2024,7,DIESEL,NISSAN,CABSTAR NT400,1066,CANALIZ. CIVILES S.A.,10669120,15,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,8634MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356004,2024,2024-11-29,0,1066,4500426851,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00873824823,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500199,,9369LMG,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44260,2025-03-31,1487,1905-07-17,7,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1066,CANALIZ. CIVILES S.A.,356004,16,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500200,CAE500200,7431JTL,X,X,X,,,,,AYVENS,3,ALQUILER,DEVUELTO,2023-02-21,2024-02-23,367,2024,7,DIESEL,OPEL,CORSA 1.4 90 CV,1004,G.O.MEDIOAMBIENTE S.L.,350468,14,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,1177MSX,NISSAN,TOWNSTAR,ELECTRICO,724557,2024,2024-07-10,0,1004,4500407448,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VNVNFK00770690091,5.1,10,20,13073,4052.63,M1,7136.433042999999,FALSO ALQUILER
CAE500201,CAE500201,1188JZF,X,X,X,,,,,AYVENS,3,ALQUILER,DEVUELTO,2017-09-06,2024-05-07,2435,2024,7,DIESEL,TOYOTA,HYLUX 2.4 KOMBI,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725400,43,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,1066MWL,CITROEN,Ë-BERLINGO 136 CV,ELECTRICO,725498,2024,2024-11-19,0,1505,4500406594,CGAC,,X,CATALUÑA,VR7EMZKUXRJ852424,5.1,10,22.7,13073,3699.6590000000006,M1,5607.998999999999,FALSO ALQUILER
CAE500202,,7399LLP,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44309,2025-04-23,1903-12-31,1905-07-17,6,DIESEL,RENAULT,MASTER L2H2 2.3 DCI 135 CV,1066,CANALIZ. CIVILES S.A.,356001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500203,,B04590606,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,44520,2024-12-04,1903-01-14,1905-07-16,4,DIESEL,REMOLQUES TUDELA,PORTA VEHICULOS,1021,MEDICION AVANZADA CONTAD.,357108,16,,,,,,,,,8781MXK,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357708,2024,2024-12-26,1900-01-01,1021,4500426842,MEDICION AVANZADA CONTAD.,,,,VF1RFK00973824846,,10,17.3,53508,,,,FALSO PROPIEDAD
CAE500204,CAE500204,9052KZG,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,43679,2023-08-02,1461,2023,7,HÍBRIDO,TOYOTA,RAV 4 2.5 LUXURY 4WD,1001,AGUAS DE VALENCIA SA,10019931,24,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,2720MWP,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,201701,2024,2024-11-26,1,1001,4500424788,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA5RT152213,5.1,9.19,16.4,13073,3983.2123699999993,M1,3826.5520745,CORRECTO ALQUILER
CAE500205,,7469LLP,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44358,2025-06-11,1903-12-31,1905-07-17,6,DIESEL,RENAULT,TRAFIC L1H1 2.0 DCI 120 CV,1066,CANALIZ. CIVILES S.A.,10669120,18,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500206,,BASE40,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,45712,2025-07-03,1900-05-08,1905-07-17,4,GASOLINA,TARJETA SOLRED,TARJETA SOLRED,1358,UTE EXPLT. ETAPS ZONA EST,351358,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
CAE500207,,BASE41,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,45712,2025-07-03,1900-05-08,1905-07-17,4,GASOLINA,TARJETA SOLRED,TARJETA SOLRED,1358,UTE EXPLT. ETAPS ZONA EST,351358,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
CAE500208,CAE500208,2657KZK,X,X,X,,X,X,,ARVAL SERV,1,RENTING,DEVUELTO,43695,2023-10-18,1522,2023,7,HÍBRIDO,TOYOTA,RAV 4 2.5 LUXURY 4WD,1001,AGUAS DE VALENCIA SA,10019920,25,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,2722MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200738,2024,2024-12-19,1,1001,4500426793,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00573824892,5.1,9.19,17.3,13073,3865.5553699999987,M1,6795.3454,CORRECTO ALQUILER
CAE500209,,BASE44,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,45712,2025-07-03,1900-05-08,1905-07-17,4,GASOLINA,TARJETA SOLRED,TARJETA SOLRED,1004,G.O.MEDIOAMBIENTE S.L.,301004,15,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
CAE500210,CAE500210,7656KSV,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2019-01-10,2023-07-17,1649,2023,4,DIESEL,SCANIA,RSU,1006,ARAGONESA SER.PUBLICOS SL,733618,7,Teruel,Teruel,Aragón,Cuesta de la Enriqueta 3, UTM 30 ETRS89,661217.03  4466797.39,1470003XK6616G,Sustitución de vehículo de combustión por eléctrico,1954MXT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200652,2025,2025-01-14,2,1006,4500426789,ARAGONESA SER.PUBLICOS SL,,X,ARAGON,VF1RFK00673824884,35,10,17.3,53508,178021.116,N3,123854.9676,CORRECTO PROPIEDAD
CAE500211,CAE500211,2517LSG,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44475,2025-10-06,1903-12-31,1905-07-17,7,GLP,DACIA,SANDERO STEPWAY ECO 100 CV,1066,CANALIZ. CIVILES S.A.,10669100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,123854.9676,FALSO ALQUILER
,,2096LKP,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44153,2025-11-18,1904-12-30,1905-07-17,6,DIESEL,RENAULT,KADJAR 1.5 DCI 115 CV,1001,AVSA,200599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500211,CAE500211,7992FRV,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2019-05-16,2023-07-17,1523,2023,4,DIESEL,IVECO,RSU - CARTONERO,1006,ARAGONESA SER.PUBLICOS SL,733618,8,Teruel,Teruel,Aragón,Cuesta de la Enriqueta 3, UTM 30 ETRS89,661217.03  4466797.39,1470003XK6616G,Sustitución de vehículo de combustión por eléctrico,1970MXT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200652,2025,2025-01-14,2,1006,4500426778,ARAGONESA SER.PUBLICOS SL,,X,ARAGON,VF1RFK00473824883,35,10,17.3,53508,178021.116,N3,123854.9676,CORRECTO PROPIEDAD
CAE500212,,8896LLB,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44167,2025-12-02,1904-12-30,1905-07-17,7,DIESEL,RENAULT,KADJAR 4*4 1.8 DCI 150 CV,1001,AVSA,10019911,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500213,,0060KDD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-10-03,,1905-07-14,7,GLP,OPEL,CORSA 1.4 90 CV GLP 5P,1066,CANALIZ. CIVILES S.A.,356006,20,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500214,,3942LLT,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44224,2025-01-28,1903-12-31,1905-07-17,7,GASOLINA,SEAT,ARONA 1.0 TSI 115 CV,1004,G.O.MEDIOAMBIENTE S.L.,204427,16,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500215,,0130KZP,,,,,,,,AYVENS,3,ALQUILER,DEVUELTO,,2022-05-20,,1905-07-14,7,DIESEL,JEEP,RENEGADE,1004,G.O.MEDIOAMBIENTE S.L.,724074,17,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500216,,0195KZP,,,,,,,,AYVENS,4,PRE-ENTREGA,DEVUELTO,,2022-07-23,,1905-07-14,7,DIESEL,JEEP,RENEGADE 2.0 140 CV,1203,"E.Mixta Metropolitana, SA",12039060,4,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500217,,0351KGD,,,,,,,,TLM,1,RENTING,DEVUELTO,,2022-12-27,,1905-07-14,7,DIESEL,NISSAN,CABSTAR NT400 VOLQUETE + CAJÓN,1066,CANALIZ. CIVILES S.A.,10669101,21,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
